ga.dateHourMinute;ga.sessionDurationBucket;ga.browser.encoded;ga.operatingSystem.encoded;ga.operatingSystemVersion.encoded;ga.language.encoded;ga.DeviceInfo.encoded;Unique.code;ga.sessionsWithEvent;Success
201806112242;1298;A4;B2;C42;D25;E198;A4B2C42D25E198;0;FALSE
201804130111;281;A4;B2;C37;D77;E209;A4B2C37D77E209;0;TRUE
201804130113;281;A4;B2;C37;D77;E209;A4B2C37D77E209;0;TRUE
201806181033;356;A4;B2;C37;D77;E209;A4B2C37D77E209;0;TRUE
201804092112;52;A4;B2;C37;D77;E211;A4B2C37D77E211;0;FALSE
201805052123;4;A4;B2;C37;D77;E211;A4B2C37D77E211;1;FALSE
201805071615;48;A4;B2;C37;D77;E211;A4B2C37D77E211;1;TRUE
201805111430;263;A4;B2;C34;D77;E215;A4B2C34D77E215;0;FALSE
201805111433;263;A4;B2;C34;D77;E215;A4B2C34D77E215;0;FALSE
201806021927;109;A4;B2;C34;D54;E218;A4B2C34D54E218;1;TRUE
201806021929;109;A4;B2;C34;D54;E218;A4B2C34D54E218;0;TRUE
201806131406;2;A4;B2;C32;D77;E219;A4B2C32D77E219;1;FALSE
201804042004;1;A4;B2;C33;D54;E220;A4B2C33D54E220;1;FALSE
201804041529;171;A4;B2;C42;D63;E221;A4B2C42D63E221;0;FALSE
201805101637;1;A13;B2;C42;D77;E221;A13B2C42D77E221;1;FALSE
201806070901;1043;A13;B2;C42;D54;E221;A13B2C42D54E221;0;FALSE
201805291901;82;A4;B2;C44;D54;E222;A4B2C44D54E222;0;TRUE
201806031838;332;A13;B2;C44;D54;E222;A13B2C44D54E222;1;TRUE
201806031839;332;A13;B2;C44;D54;E222;A13B2C44D54E222;0;TRUE
201806021908;74;A13;B2;C49;D77;E223;A13B2C49D77E223;1;FALSE
201806021909;74;A13;B2;C49;D77;E223;A13B2C49D77E223;0;FALSE
201806050927;359;A13;B2;C44;D77;E223;A13B2C44D77E223;1;FALSE
201803231607;330;A4;B2;C44;D54;E223;A4B2C44D54E223;0;TRUE
201803231608;330;A4;B2;C44;D54;E223;A4B2C44D54E223;0;TRUE
201803251823;289;A3;B2;C44;D54;E223;A3B2C44D54E223;1;TRUE
201803292136;199;A13;B2;C44;D54;E227;A13B2C44D54E227;1;TRUE
201803292137;199;A13;B2;C44;D54;E227;A13B2C44D54E227;0;TRUE
201803292139;199;A13;B2;C44;D54;E227;A13B2C44D54E227;0;TRUE
201803292140;199;A13;B2;C44;D54;E227;A13B2C44D54E227;0;TRUE
201804031952;243;A4;B2;C44;D77;E227;A4B2C44D77E227;1;TRUE
201803240806;199;A4;B2;C40;D77;E231;A4B2C40D77E231;0;TRUE
201805141105;294;A3;B2;C40;D77;E231;A3B2C40D77E231;0;TRUE
201805141107;294;A3;B2;C40;D77;E231;A3B2C40D77E231;0;TRUE
201805141108;294;A3;B2;C40;D77;E231;A3B2C40D77E231;0;TRUE
201805141109;294;A3;B2;C40;D77;E231;A3B2C40D77E231;0;TRUE
201805171525;1485;A4;B2;C40;D13;E231;A4B2C40D13E231;0;TRUE
201804191707;11;A4;B2;C44;D77;E235;A4B2C44D77E235;1;FALSE
201804252048;41;A4;B2;C44;D77;E235;A4B2C44D77E235;1;FALSE
201803191116;563;A13;B2;C44;D54;E247;A13B2C44D54E247;0;TRUE
201803191119;563;A13;B2;C44;D54;E247;A13B2C44D54E247;0;TRUE
201803191234;123;A4;B2;C44;D77;E247;A4B2C44D77E247;1;TRUE
201803191235;123;A4;B2;C44;D77;E247;A4B2C44D77E247;0;TRUE
201803191236;123;A4;B2;C44;D77;E247;A4B2C44D77E247;0;TRUE
201804021020;204;A4;B2;C44;D54;E247;A4B2C44D54E247;0;TRUE
201804021021;204;A4;B2;C44;D54;E247;A4B2C44D54E247;0;TRUE
201804021023;204;A4;B2;C44;D54;E247;A4B2C44D54E247;0;TRUE
201804061231;681;A3;B2;C44;D54;E247;A3B2C44D54E247;1;TRUE
201804061237;681;A3;B2;C44;D54;E247;A3B2C44D54E247;0;TRUE
201804061238;681;A3;B2;C44;D54;E247;A3B2C44D54E247;0;TRUE
201804061239;681;A3;B2;C44;D54;E247;A3B2C44D54E247;0;TRUE
201804141414;201;A4;B2;C44;D54;E247;A4B2C44D54E247;0;TRUE
201804141528;152;A4;B2;C44;D25;E247;A4B2C44D25E247;1;TRUE
201804141530;152;A4;B2;C44;D25;E247;A4B2C44D25E247;0;TRUE
201804161500;43;A10;B2;C44;D54;E247;A10B2C44D54E247;1;TRUE
201805270903;996;A4;B2;C44;D77;E247;A4B2C44D77E247;0;TRUE
201805270904;996;A4;B2;C44;D77;E247;A4B2C44D77E247;0;TRUE
201805270907;996;A4;B2;C44;D77;E247;A4B2C44D77E247;0;TRUE
201805272143;79;A13;B2;C44;D54;E247;A13B2C44D54E247;1;TRUE
201805272144;79;A13;B2;C44;D54;E247;A13B2C44D54E247;0;TRUE
201804231842;156;A4;B2;C44;D63;E251;A4B2C44D63E251;0;TRUE
201804231844;156;A4;B2;C44;D63;E251;A4B2C44D63E251;0;TRUE
201805102159;269;A3;B2;C44;D17;E251;A3B2C44D17E251;1;TRUE
201805102200;269;A3;B2;C44;D17;E251;A3B2C44D17E251;0;TRUE
201805102201;269;A3;B2;C44;D17;E251;A3B2C44D17E251;0;TRUE
201805102204;269;A3;B2;C44;D17;E251;A3B2C44D17E251;0;TRUE
201803181111;5;A3;B2;C44;D13;E253;A3B2C44D13E253;1;FALSE
201804180844;251;A4;B2;C44;D18;E253;A4B2C44D18E253;1;FALSE
201804012103;257;A3;B2;C44;D13;E253;A3B2C44D13E253;0;TRUE
201804012107;257;A3;B2;C44;D13;E253;A3B2C44D13E253;0;TRUE
201804132328;27;A13;B2;C49;D13;E255;A13B2C49D13E255;1;FALSE
201805211749;2;A13;B2;C49;D25;E255;A13B2C49D25E255;1;FALSE
201805261235;36;A13;B2;C49;D13;E255;A13B2C49D13E255;1;FALSE
201804292023;527;A13;B2;C49;D25;E255;A13B2C49D25E255;1;TRUE
201804301556;15;A13;B2;C49;D25;E255;A13B2C49D25E255;1;TRUE
201805011621;19;A13;B2;C49;D25;E255;A13B2C49D25E255;1;TRUE
201806052250;77;A13;B2;C49;D13;E255;A13B2C49D13E255;1;TRUE
201806052251;77;A13;B2;C49;D13;E255;A13B2C49D13E255;0;TRUE
201806052252;77;A13;B2;C49;D13;E255;A13B2C49D13E255;0;TRUE
201804202218;2;A13;B2;C49;D31;E258;A13B2C49D31E258;1;FALSE
201806082024;314;A13;B2;C49;D31;E258;A13B2C49D31E258;1;TRUE
201806082026;314;A13;B2;C49;D31;E258;A13B2C49D31E258;0;TRUE
201806082027;314;A13;B2;C49;D31;E258;A13B2C49D31E258;0;TRUE
201806142142;199;A3;B2;C49;D54;E260;A3B2C49D54E260;1;TRUE
201806142143;199;A3;B2;C49;D54;E260;A3B2C49D54E260;0;TRUE
201806142144;199;A3;B2;C49;D54;E260;A3B2C49D54E260;0;TRUE
201806142146;199;A3;B2;C49;D54;E260;A3B2C49D54E260;0;TRUE
201804122235;1;A4;B2;C44;D54;E265;A4B2C44D54E265;1;FALSE
201806050636;224;A4;B2;C44;D54;E265;A4B2C44D54E265;1;FALSE
201806050637;224;A4;B2;C44;D54;E265;A4B2C44D54E265;0;FALSE
201806050640;224;A4;B2;C44;D54;E265;A4B2C44D54E265;0;FALSE
201806151302;607;A3;B2;C45;D13;E267;A3B2C45D13E267;0;TRUE
201806151305;607;A3;B2;C45;D13;E267;A3B2C45D13E267;0;TRUE
201806151307;607;A3;B2;C45;D13;E267;A3B2C45D13E267;0;TRUE
201806151311;607;A3;B2;C45;D13;E267;A3B2C45D13E267;0;TRUE
201804201417;3;A4;B2;C44;D77;E268;A4B2C44D77E268;1;FALSE
201805291327;165;A4;B2;C44;D77;E268;A4B2C44D77E268;0;FALSE
201806211039;309;A4;B2;C44;D13;E268;A4B2C44D13E268;0;TRUE
201806211041;309;A4;B2;C44;D13;E268;A4B2C44D13E268;0;TRUE
201806211042;309;A4;B2;C44;D13;E268;A4B2C44D13E268;0;TRUE
201806211043;309;A4;B2;C44;D13;E268;A4B2C44D13E268;0;TRUE
201806212236;51;A4;B2;C45;D77;E279;A4B2C45D77E279;1;FALSE
201805251539;97;A4;B2;C45;D77;E279;A4B2C45D77E279;1;TRUE
201805251540;97;A4;B2;C45;D77;E279;A4B2C45D77E279;0;TRUE
201805251541;97;A4;B2;C45;D77;E279;A4B2C45D77E279;0;TRUE
201804152122;305;A4;B2;C45;D54;E280;A4B2C45D54E280;1;TRUE
201804152124;305;A4;B2;C45;D54;E280;A4B2C45D54E280;0;TRUE
201804152127;305;A4;B2;C45;D54;E280;A4B2C45D54E280;0;TRUE
201805082301;6;A4;B2;C49;D31;E281;A4B2C49D31E281;1;FALSE
201805071616;1088;A4;B2;C49;D31;E281;A4B2C49D31E281;1;TRUE
201805071632;1088;A4;B2;C49;D31;E281;A4B2C49D31E281;0;TRUE
201805071634;1088;A4;B2;C49;D31;E281;A4B2C49D31E281;0;TRUE
201804070125;2;A4;B2;C38;D77;E286;A4B2C38D77E286;1;FALSE
201804301027;6;A4;B2;C38;D77;E286;A4B2C38D77E286;1;FALSE
201805021438;42;A4;B2;C38;D77;E286;A4B2C38D77E286;1;FALSE
201805021439;42;A4;B2;C38;D77;E286;A4B2C38D77E286;0;FALSE
201805041652;13;A4;B2;C38;D77;E286;A4B2C38D77E286;1;FALSE
201806152141;412;A4;B2;C34;D77;E293;A4B2C34D77E293;0;TRUE
201806152144;412;A4;B2;C34;D77;E293;A4B2C34D77E293;0;TRUE
201804231359;1;A3;B2;C45;D13;E296;A3B2C45D13E296;1;FALSE
201806151238;358;A3;B2;C45;D13;E296;A3B2C45D13E296;1;TRUE
201806151244;358;A3;B2;C45;D13;E296;A3B2C45D13E296;0;TRUE
201806011245;333;A4;B2;C45;D54;E297;A4B2C45D54E297;1;TRUE
201806011246;333;A4;B2;C45;D54;E297;A4B2C45D54E297;0;TRUE
201806011247;333;A4;B2;C45;D54;E297;A4B2C45D54E297;0;TRUE
201806011248;333;A4;B2;C45;D54;E297;A4B2C45D54E297;0;TRUE
201806011251;333;A4;B2;C45;D54;E297;A4B2C45D54E297;0;TRUE
201806052125;25;A13;B2;C42;D77;E307;A13B2C42D77E307;1;FALSE
201806131807;1;A13;B2;C42;D77;E307;A13B2C42D77E307;1;FALSE
201806131910;3;A13;B2;C42;D77;E307;A13B2C42D77E307;1;FALSE
201804021356;244;A10;B2;C42;D77;E307;A10B2C42D77E307;0;TRUE
201804021357;244;A10;B2;C42;D77;E307;A10B2C42D77E307;0;TRUE
201804021358;244;A10;B2;C42;D77;E307;A10B2C42D77E307;0;TRUE
201804021359;244;A10;B2;C42;D77;E307;A10B2C42D77E307;0;TRUE
201804021909;232;A4;B2;C42;D13;E307;A4B2C42D13E307;1;TRUE
201804021912;232;A4;B2;C42;D13;E307;A4B2C42D13E307;0;TRUE
201804220803;79;A13;B2;C42;D77;E307;A13B2C42D77E307;1;TRUE
201804270051;192;A13;B2;C42;D54;E307;A13B2C42D54E307;0;TRUE
201804300118;87;A13;B2;C42;D54;E307;A13B2C42D54E307;0;TRUE
201806042229;401;A4;B2;C42;D54;E308;A4B2C42D54E308;1;TRUE
201806042234;401;A4;B2;C42;D54;E308;A4B2C42D54E308;0;TRUE
201806042235;401;A4;B2;C42;D54;E308;A4B2C42D54E308;0;TRUE
201804072356;137;A4;B2;C44;D77;E310;A4B2C44D77E310;1;FALSE
201804072358;137;A4;B2;C44;D77;E310;A4B2C44D77E310;0;FALSE
201805300712;39;A4;B2;C44;D77;E310;A4B2C44D77E310;1;FALSE
201805300713;39;A4;B2;C44;D77;E310;A4B2C44D77E310;0;FALSE
201804200900;404;A4;B2;C44;D54;E313;A4B2C44D54E313;0;TRUE
201804200901;404;A4;B2;C44;D54;E313;A4B2C44D54E313;0;TRUE
201804200903;404;A4;B2;C44;D54;E313;A4B2C44D54E313;0;TRUE
201803181812;3;A4;B2;C40;D77;E320;A4B2C40D77E320;1;FALSE
201806211140;222;A4;B2;C40;D77;E320;A4B2C40D77E320;1;TRUE
201806211141;222;A4;B2;C40;D77;E320;A4B2C40D77E320;0;TRUE
201806211144;222;A4;B2;C40;D77;E320;A4B2C40D77E320;0;TRUE
201806191950;1;A4;B2;C42;D54;E323;A4B2C42D54E323;1;FALSE
201806111639;237;A4;B2;C42;D54;E323;A4B2C42D54E323;0;TRUE
201806111640;237;A4;B2;C42;D54;E323;A4B2C42D54E323;0;TRUE
201805021000;632;A4;B2;C41;D54;E326;A4B2C41D54E326;1;FALSE
201805021001;632;A4;B2;C41;D54;E326;A4B2C41D54E326;0;FALSE
201805021005;632;A4;B2;C41;D54;E326;A4B2C41D54E326;0;FALSE
201805021010;632;A4;B2;C41;D54;E326;A4B2C41D54E326;0;FALSE
201805021147;1;A4;B2;C41;D54;E326;A4B2C41D54E326;1;FALSE
201805142233;214;A4;B2;C44;D54;E332;A4B2C44D54E332;1;TRUE
201805142236;214;A4;B2;C44;D54;E332;A4B2C44D54E332;0;TRUE
201805142237;214;A4;B2;C44;D54;E332;A4B2C44D54E332;0;TRUE
201806102040;827;A4;B2;C44;D54;E336;A4B2C44D54E336;1;TRUE
201806102054;827;A4;B2;C44;D54;E336;A4B2C44D54E336;0;TRUE
201804081554;4;A4;B2;C44;D77;E338;A4B2C44D77E338;1;FALSE
201806130918;59;A4;B2;C44;D77;E338;A4B2C44D77E338;1;FALSE
201806130919;59;A4;B2;C44;D77;E338;A4B2C44D77E338;0;FALSE
201806061133;187;A4;B2;C49;D48;E338;A4B2C49D48E338;1;TRUE
201806061134;187;A4;B2;C49;D48;E338;A4B2C49D48E338;0;TRUE
201806061135;187;A4;B2;C49;D48;E338;A4B2C49D48E338;0;TRUE
201803282158;3;A4;B2;C44;D54;E340;A4B2C44D54E340;1;FALSE
201804212132;2;A4;B2;C44;D54;E340;A4B2C44D54E340;1;FALSE
201805211450;51;A4;B2;C44;D54;E340;A4B2C44D54E340;1;FALSE
201805211451;51;A4;B2;C44;D54;E340;A4B2C44D54E340;0;FALSE
201805010526;3;A3;B2;C49;D54;E342;A3B2C49D54E342;1;FALSE
201803281531;149;A3;B2;C49;D54;E342;A3B2C49D54E342;1;TRUE
201803281532;149;A3;B2;C49;D54;E342;A3B2C49D54E342;0;TRUE
201803231942;2;A4;B8;C43;D36;E359;A4B8C43D36E359;1;FALSE
201804062044;1;A3;B2;C40;D77;E1;A3B2C40D77E1;1;FALSE
201804091152;33;A13;B2;C49;D25;E1;A13B2C49D25E1;1;FALSE
201804091153;33;A13;B2;C49;D25;E1;A13B2C49D25E1;0;FALSE
201804101342;1;A3;B2;C49;D77;E1;A3B2C49D77E1;1;FALSE
201804231959;9;A3;B2;C49;D77;E1;A3B2C49D77E1;1;FALSE
201805022228;9;A4;B2;C45;D77;E1;A4B2C45D77E1;1;FALSE
201805142115;7;A4;B2;C49;D13;E1;A4B2C49D13E1;1;FALSE
201805231949;2;A4;B2;C45;D77;E1;A4B2C45D77E1;1;FALSE
201806171624;15;A6;B2;C49;D25;E1;A6B2C49D25E1;1;FALSE
201806212331;17;A3;B2;C49;D77;E1;A3B2C49D77E1;1;FALSE
201803182040;230;A3;B2;C40;D77;E1;A3B2C40D77E1;0;TRUE
201803182043;230;A3;B2;C40;D77;E1;A3B2C40D77E1;0;TRUE
201804072223;391;A13;B2;C49;D25;E1;A13B2C49D25E1;1;TRUE
201804072226;391;A13;B2;C49;D25;E1;A13B2C49D25E1;0;TRUE
201804072229;391;A13;B2;C49;D25;E1;A13B2C49D25E1;0;TRUE
201804072230;391;A13;B2;C49;D25;E1;A13B2C49D25E1;0;TRUE
201804221804;194;A6;B2;C49;D25;E1;A6B2C49D25E1;1;TRUE
201804221805;194;A6;B2;C49;D25;E1;A6B2C49D25E1;0;TRUE
201804221807;194;A6;B2;C49;D25;E1;A6B2C49D25E1;0;TRUE
201805041426;8;A6;B2;C49;D25;E1;A6B2C49D25E1;1;TRUE
201805150846;99;A4;B2;C49;D13;E1;A4B2C49D13E1;1;TRUE
201805150847;99;A4;B2;C49;D13;E1;A4B2C49D13E1;0;TRUE
201806102026;113;A3;B2;C49;D77;E1;A3B2C49D77E1;0;TRUE
201806110702;274;A4;B2;C45;D77;E1;A4B2C45D77E1;1;TRUE
201806110703;274;A4;B2;C45;D77;E1;A4B2C45D77E1;0;TRUE
201803170942;1;A11;B4;C21;D77;E5;A11B4C21D77E5;1;FALSE
201804172241;448;A11;B4;C21;D77;E5;A11B4C21D77E5;1;FALSE
201804172247;448;A11;B4;C21;D77;E5;A11B4C21D77E5;0;FALSE
201804172249;448;A11;B4;C21;D77;E5;A11B4C21D77E5;0;FALSE
201804282044;124;A4;B4;C5;D77;E5;A4B4C5D77E5;1;FALSE
201804282046;124;A4;B4;C5;D77;E5;A4B4C5D77E5;0;FALSE
201804291626;1;A4;B4;C25;D54;E5;A4B4C25D54E5;1;FALSE
201805152145;1;A11;B4;C21;D77;E5;A11B4C21D77E5;1;FALSE
201806052302;220;A4;B4;C5;D77;E5;A4B4C5D77E5;1;FALSE
201806052305;220;A4;B4;C5;D77;E5;A4B4C5D77E5;0;FALSE
201806052306;220;A4;B4;C5;D77;E5;A4B4C5D77E5;0;FALSE
201803221534;27;A11;B4;C24;D54;E5;A11B4C24D54E5;1;TRUE
201803221535;27;A11;B4;C24;D54;E5;A11B4C24D54E5;0;TRUE
201804082211;237;A4;B4;C25;D54;E5;A4B4C25D54E5;1;TRUE
201804082212;237;A4;B4;C25;D54;E5;A4B4C25D54E5;0;TRUE
201804082213;237;A4;B4;C25;D54;E5;A4B4C25D54E5;0;TRUE
201804082215;237;A4;B4;C25;D54;E5;A4B4C25D54E5;0;TRUE
201804211219;40;A11;B4;C24;D54;E5;A11B4C24D54E5;1;TRUE
201805220731;597;A11;B4;C28;D13;E5;A11B4C28D13E5;0;TRUE
201805220733;597;A11;B4;C28;D13;E5;A11B4C28D13E5;0;TRUE
201805220737;597;A11;B4;C28;D13;E5;A11B4C28D13E5;0;TRUE
201805220739;597;A11;B4;C28;D13;E5;A11B4C28D13E5;0;TRUE
201806131528;105;A11;B4;C24;D54;E5;A11B4C24D54E5;1;TRUE
201806131529;105;A11;B4;C24;D54;E5;A11B4C24D54E5;0;TRUE
201804230315;284;A12;B4;C1;D54;E7;A12B4C1D54E7;1;FALSE
201804230316;284;A12;B4;C1;D54;E7;A12B4C1D54E7;0;FALSE
201804230317;284;A12;B4;C1;D54;E7;A12B4C1D54E7;0;FALSE
201804230318;284;A12;B4;C1;D54;E7;A12B4C1D54E7;0;FALSE
201804230319;284;A12;B4;C1;D54;E7;A12B4C1D54E7;0;FALSE
201804230320;284;A12;B4;C1;D54;E7;A12B4C1D54E7;0;FALSE
201803311236;2;A11;B4;C15;D77;E11;A11B4C15D77E11;1;FALSE
201804051800;1;A12;B4;C25;D77;E11;A12B4C25D77E11;1;FALSE
201804091911;1;A11;B4;C15;D77;E11;A11B4C15D77E11;1;FALSE
201804291449;195;A11;B4;C12;D54;E11;A11B4C12D54E11;1;FALSE
201804291452;195;A11;B4;C12;D54;E11;A11B4C12D54E11;0;FALSE
201805031632;2;A11;B4;C12;D54;E11;A11B4C12D54E11;1;FALSE
201805191339;1;A12;B4;C25;D77;E11;A12B4C25D77E11;1;FALSE
201805231727;106;A11;B4;C15;D77;E11;A11B4C15D77E11;1;FALSE
201805231728;106;A11;B4;C15;D77;E11;A11B4C15D77E11;0;FALSE
201805231729;106;A11;B4;C15;D77;E11;A11B4C15D77E11;0;FALSE
201806011043;117;A11;B4;C21;D13;E11;A11B4C21D13E11;1;FALSE
201804141925;318;A4;B4;C26;D54;E11;A4B4C26D54E11;0;TRUE
201804141928;318;A4;B4;C26;D54;E11;A4B4C26D54E11;0;TRUE
201804141944;424;A11;B4;C26;D77;E11;A11B4C26D77E11;1;TRUE
201805261459;848;A12;B4;C27;D54;E14;A12B4C27D54E14;0;FALSE
201806201647;76;A12;B4;C24;D54;E14;A12B4C24D54E14;1;FALSE
201806201648;76;A12;B4;C24;D54;E14;A12B4C24D54E14;0;FALSE
201803290918;509;A12;B4;C26;D77;E14;A12B4C26D77E14;1;TRUE
201803290919;509;A12;B4;C26;D77;E14;A12B4C26D77E14;0;TRUE
201804150832;2;A12;B4;C27;D77;E16;A12B4C27D77E16;1;FALSE
201804240944;4;A12;B4;C27;D54;E16;A12B4C27D54E16;1;FALSE
201804252050;109;A12;B4;C27;D77;E16;A12B4C27D77E16;0;FALSE
201804252051;109;A12;B4;C27;D77;E16;A12B4C27D77E16;0;FALSE
201804272050;76;A12;B4;C27;D54;E16;A12B4C27D54E16;1;FALSE
201805010855;1115;A12;B4;C21;D54;E16;A12B4C21D54E16;1;FALSE
201805010856;1115;A12;B4;C21;D54;E16;A12B4C21D54E16;0;FALSE
201805010857;1115;A12;B4;C21;D54;E16;A12B4C21D54E16;0;FALSE
201805010943;42;A12;B4;C27;D54;E16;A12B4C27D54E16;1;FALSE
201805010944;42;A12;B4;C27;D54;E16;A12B4C27D54E16;0;FALSE
201805261047;1;A12;B4;C27;D54;E16;A12B4C27D54E16;1;FALSE
201805280017;1;A12;B4;C27;D54;E16;A12B4C27D54E16;1;FALSE
201805281015;1;A12;B4;C27;D54;E16;A12B4C27D54E16;1;FALSE
201805301500;1;A12;B4;C23;D77;E16;A12B4C23D77E16;1;FALSE
201805301501;1;A12;B4;C23;D77;E16;A12B4C23D77E16;0;FALSE
201803261203;166;A12;B4;C25;D77;E16;A12B4C25D77E16;0;TRUE
201803261204;166;A12;B4;C25;D77;E16;A12B4C25D77E16;0;TRUE
201803261740;154;A12;B4;C26;D13;E16;A12B4C26D13E16;0;TRUE
201805090008;1;A12;B4;C27;D54;E18;A12B4C27D54E18;1;FALSE
201805121741;88;A12;B4;C27;D13;E18;A12B4C27D13E18;1;FALSE
201805121742;88;A12;B4;C27;D13;E18;A12B4C27D13E18;0;FALSE
201805181108;2;A12;B4;C26;D77;E18;A12B4C26D77E18;1;FALSE
201804251006;120;A12;B4;C27;D77;E18;A12B4C27D77E18;0;TRUE
201805030851;78;A12;B4;C27;D54;E18;A12B4C27D54E18;1;TRUE
201805030852;78;A12;B4;C27;D54;E18;A12B4C27D54E18;0;TRUE
201806102233;268;A12;B4;C27;D77;E19;A12B4C27D77E19;0;TRUE
201806161625;332;A12;B4;C14;D77;E19;A12B4C14D77E19;1;TRUE
201806161629;332;A12;B4;C14;D77;E19;A12B4C14D77E19;0;TRUE
201806161630;332;A12;B4;C14;D77;E19;A12B4C14D77E19;0;TRUE
201805272020;1;A12;B4;C23;D54;E20;A12B4C23D54E20;1;FALSE
201805281337;1;A12;B4;C27;D77;E20;A12B4C27D77E20;1;FALSE
201806030032;3;A12;B4;C27;D77;E20;A12B4C27D77E20;1;FALSE
201806042117;1;A12;B4;C27;D77;E20;A12B4C27D77E20;1;FALSE
201806050644;1;A12;B4;C27;D77;E20;A12B4C27D77E20;1;FALSE
201804201944;778;A4;B2;C44;D54;E41;A4B2C44D54E41;0;TRUE
201805110726;2;A4;B2;C42;D25;E42;A4B2C42D25E42;1;FALSE
201805111013;3;A4;B2;C42;D25;E42;A4B2C42D25E42;1;FALSE
201805022111;275;A3;B2;C44;D77;E43;A3B2C44D77E43;1;FALSE
201805022115;275;A3;B2;C44;D77;E43;A3B2C44D77E43;0;FALSE
201804222010;170;A4;B2;C39;D77;E44;A4B2C39D77E44;1;TRUE
201804222013;170;A4;B2;C39;D77;E44;A4B2C39D77E44;0;TRUE
201804151509;2;A4;B2;C39;D77;E45;A4B2C39D77E45;1;FALSE
201804160141;97;A4;B2;C39;D77;E45;A4B2C39D77E45;1;FALSE
201805060101;41;A4;B2;C42;D31;E47;A4B2C42D31E47;1;FALSE
201805060102;41;A4;B2;C42;D31;E47;A4B2C42D31E47;0;FALSE
201805081101;369;A4;B2;C42;D77;E47;A4B2C42D77E47;1;FALSE
201805121829;85;A4;B2;C42;D25;E47;A4B2C42D25E47;1;FALSE
201803172049;181;A4;B3;C79;D54;E49;A4B3C79D54E49;0;TRUE
201803172051;181;A4;B3;C79;D54;E49;A4B3C79D54E49;0;TRUE
201803181718;1;A4;B3;C79;D73;E49;A4B3C79D73E49;1;FALSE
201803181853;267;A4;B3;C79;D77;E49;A4B3C79D77E49;1;FALSE
201803181854;267;A4;B3;C79;D77;E49;A4B3C79D77E49;0;FALSE
201803291942;169;A4;B3;C79;D73;E49;A4B3C79D73E49;0;TRUE
201803291943;169;A4;B3;C79;D73;E49;A4B3C79D73E49;0;TRUE
201803292031;101;A4;B3;C63;D77;E49;A4B3C63D77E49;1;TRUE
201803292033;101;A4;B3;C63;D77;E49;A4B3C63D77E49;0;TRUE
201805130143;133;A4;B3;C79;D77;E49;A4B3C79D77E49;0;FALSE
201805130144;133;A4;B3;C79;D77;E49;A4B3C79D77E49;0;FALSE
201805130945;2;A4;B3;C79;D77;E49;A4B3C79D77E49;1;FALSE
201805132319;251;A4;B3;C79;D77;E49;A4B3C79D77E49;1;TRUE
201805132320;251;A4;B3;C79;D77;E49;A4B3C79D77E49;0;TRUE
201805132321;251;A4;B3;C79;D77;E49;A4B3C79D77E49;0;TRUE
201805132322;251;A4;B3;C79;D77;E49;A4B3C79D77E49;0;TRUE
201805140921;1;A4;B3;C79;D31;E49;A4B3C79D31E49;1;FALSE
201805141234;647;A4;B3;C79;D77;E49;A4B3C79D77E49;1;FALSE
201805141245;647;A4;B3;C79;D77;E49;A4B3C79D77E49;0;FALSE
201805142008;60;A4;B3;C79;D77;E49;A4B3C79D77E49;1;FALSE
201806161012;146;A4;B3;C79;D77;E49;A4B3C79D77E49;0;TRUE
201806161013;146;A4;B3;C79;D77;E49;A4B3C79D77E49;0;TRUE
201806170853;1322;A4;B3;C79;D77;E49;A4B3C79D77E49;1;FALSE
201806170902;1322;A4;B3;C79;D77;E49;A4B3C79D77E49;0;FALSE
201806170912;1322;A4;B3;C79;D77;E49;A4B3C79D77E49;0;FALSE
201805160934;1452;A3;B2;C51;D77;E55;A3B2C51D77E55;0;FALSE
201805181956;1;A3;B2;C51;D77;E55;A3B2C51D77E55;1;FALSE
201805241826;1;A4;B2;C51;D77;E55;A4B2C51D77E55;1;FALSE
201805222125;486;A4;B2;C44;D77;E88;A4B2C44D77E88;1;FALSE
201805230758;532;A4;B2;C44;D77;E88;A4B2C44D77E88;1;FALSE
201805230759;532;A4;B2;C44;D77;E88;A4B2C44D77E88;0;FALSE
201805230800;2;A4;B2;C44;D77;E88;A4B2C44D77E88;1;FALSE
201805181309;2124;A4;B2;C44;D77;E110;A4B2C44D77E110;0;TRUE
201805181310;2124;A4;B2;C44;D77;E110;A4B2C44D77E110;0;TRUE
201805181314;2124;A4;B2;C44;D77;E110;A4B2C44D77E110;0;TRUE
201805181319;2124;A4;B2;C44;D77;E110;A4B2C44D77E110;0;TRUE
201805181326;2124;A4;B2;C44;D77;E110;A4B2C44D77E110;0;TRUE
201805071621;2;A4;B2;C44;D77;E116;A4B2C44D77E116;1;FALSE
201805081232;94;A4;B2;C44;D54;E116;A4B2C44D54E116;1;FALSE
201805081233;94;A4;B2;C44;D54;E116;A4B2C44D54E116;0;FALSE
201804011746;299;A4;B2;C41;D54;E118;A4B2C41D54E118;0;FALSE
201806040756;1436;A4;B2;C44;D77;E118;A4B2C44D77E118;0;FALSE
201806040757;1436;A4;B2;C44;D77;E118;A4B2C44D77E118;0;FALSE
201806040819;1436;A4;B2;C44;D77;E118;A4B2C44D77E118;0;FALSE
201806091251;10;A4;B2;C41;D77;E118;A4B2C41D77E118;1;FALSE
201806112001;159;A4;B2;C44;D77;E118;A4B2C44D77E118;1;FALSE
